work_id,utilisation_ratio,days_to_first_payment,num_payments,avg_payment_size_lakh,round_number_payment_ratio,vendor_concentration_ratio,uc_submission_lag_days,fy_end_disbursal_ratio,cost_revision_count,payment_interval_cv,is_seeded_anomaly
MPLAD-FIN-402284,0.8136,38.7642,5.0,0.4999,0.2342,0.4727,30.7781,0.3125,0.0,0.4729,0
MPLAD-FIN-402285,0.934,3.0863,1.0,9.3553,0.7383,0.9033,174.9047,0.6514,4.0,1.4171,1
MPLAD-FIN-402286,0.7819,32.95,4.0,1.9667,0.2541,0.3331,63.9277,0.4642,0.0,1.479,0
MPLAD-FIN-402287,0.9636,11.8287,5.0,2.6507,0.2017,0.172,31.5611,0.1102,0.0,0.5265,0
MPLAD-FIN-402288,0.9116,43.8043,7.0,1.3757,0.1281,0.2293,67.9182,0.6026,2.0,0.3524,0
MPLAD-FIN-402289,0.8323,41.783,2.0,6.6389,0.0672,0.4156,30.1173,0.237,0.0,0.1369,0
MPLAD-FIN-402290,0.8555,11.5217,2.0,6.7253,0.3595,0.3165,22.3386,0.1066,0.0,0.327,0
MPLAD-FIN-402291,0.8147,28.25,2.0,3.6902,0.0737,0.1053,44.5494,0.1671,0.0,0.1721,0
MPLAD-FIN-402292,0.8193,9.8579,5.0,2.0456,0.0976,0.4006,33.2554,0.7368,0.0,0.1811,0
MPLAD-FIN-402293,0.8985,41.6751,8.0,8.1251,0.2363,0.2443,124.5554,0.3374,0.0,0.0639,0
MPLAD-FIN-402294,1.05,19.938,3.0,7.2604,0.1253,0.1784,21.7221,0.2223,0.0,0.2013,0
MPLAD-FIN-402295,0.9394,46.4442,4.0,3.0787,0.1617,0.3155,44.7433,0.2929,0.0,0.272,0
MPLAD-FIN-402296,0.7706,37.2767,6.0,5.4482,0.3727,0.2737,16.2037,0.1076,0.0,1.905,0
MPLAD-FIN-402297,0.7403,30.247,2.0,2.2568,0.0738,0.074,36.013,0.5379,0.0,0.6341,0
MPLAD-FIN-402298,0.8621,55.097,3.0,4.6255,0.0147,0.3528,59.8996,0.2582,1.0,0.5644,0
MPLAD-FIN-402299,0.8643,29.4771,3.0,1.4699,0.2773,0.4193,20.9756,0.1976,0.0,0.8607,0
MPLAD-FIN-402300,0.9241,15.5222,8.0,1.9426,0.0321,0.4698,33.4272,0.4973,2.0,0.8841,0
MPLAD-FIN-402301,0.8077,39.0394,5.0,2.7241,0.101,0.2256,12.8851,0.1702,0.0,0.1608,0
MPLAD-FIN-402302,0.8027,60.9655,6.0,9.7878,0.2073,0.4662,12.7099,0.1366,1.0,0.5777,0
MPLAD-FIN-402303,1.0281,53.1483,2.0,9.6053,0.1707,0.5986,88.2724,0.2595,0.0,0.9823,0
MPLAD-FIN-402304,0.7848,28.8017,5.0,3.6528,0.0498,0.2342,34.1886,0.5509,2.0,0.1591,0
MPLAD-FIN-402305,0.8834,55.1961,6.0,0.7345,0.3236,0.252,65.2376,0.2179,0.0,0.8577,0
MPLAD-FIN-402306,0.8251,22.5915,8.0,2.6887,0.1303,0.0624,21.3316,0.2685,1.0,0.2197,0
MPLAD-FIN-402307,0.9353,89.9895,2.0,4.4055,0.2697,0.5559,35.6423,0.2695,0.0,0.6233,0
MPLAD-FIN-402308,0.8754,21.3494,6.0,8.0792,0.5258,0.1749,23.7513,0.265,0.0,0.8075,0
MPLAD-FIN-402309,0.7784,62.9858,7.0,8.4545,0.1153,0.301,6.8272,0.2885,1.0,0.1481,0
MPLAD-FIN-402310,1.0028,26.6653,2.0,3.1199,0.3006,0.1571,28.3355,0.1765,2.0,0.1138,0
MPLAD-FIN-402311,0.7604,68.8816,6.0,2.2815,0.164,0.3268,32.7099,0.1036,0.0,0.2536,0
MPLAD-FIN-402312,0.8481,23.3002,8.0,3.7958,0.0238,0.1793,23.0154,0.1196,1.0,0.4355,0
MPLAD-FIN-402313,0.9479,15.2211,6.0,4.8784,0.1705,0.5632,51.8556,0.2578,0.0,0.358,0
MPLAD-FIN-402314,0.8174,69.7872,4.0,1.6978,0.1753,0.0549,62.1964,0.1722,0.0,0.1845,0
MPLAD-FIN-402315,0.901,24.0607,8.0,4.2671,0.3624,0.1067,27.1552,0.1722,0.0,0.2479,0
MPLAD-FIN-402316,0.952,48.8539,6.0,2.7432,0.1321,0.3213,9.9469,0.155,0.0,1.2189,0
MPLAD-FIN-402317,0.9444,30.606,2.0,7.1809,0.2512,0.2669,82.1975,0.5192,0.0,0.8751,0
MPLAD-FIN-402318,0.9041,24.419,5.0,3.1867,0.3347,0.265,47.6898,0.2563,0.0,0.1863,0
MPLAD-FIN-402319,1.05,2.9549,8.0,2.7957,0.116,0.2354,3.2495,0.2425,0.0,0.0983,0
MPLAD-FIN-402320,0.914,20.9155,7.0,7.0677,0.1397,0.0846,61.0376,0.3475,0.0,0.4736,0
MPLAD-FIN-402321,0.848,78.8277,5.0,0.1899,0.1282,0.1348,68.3177,0.2759,0.0,0.3422,0
MPLAD-FIN-402322,0.7143,27.6915,5.0,1.5526,0.1696,0.1262,37.1463,0.1837,0.0,0.1425,0
MPLAD-FIN-402323,0.8383,34.7961,4.0,1.6782,0.1586,0.0889,29.7689,0.3589,1.0,0.1773,0
MPLAD-FIN-402324,1.05,37.2107,5.0,1.4865,0.0789,0.216,49.2154,0.1205,1.0,0.2768,0
MPLAD-FIN-402325,1.0365,36.2442,4.0,4.5025,0.1142,0.1569,16.2988,0.271,1.0,0.351,0
MPLAD-FIN-402326,0.8989,25.428,7.0,5.2329,0.2584,0.3635,48.2974,0.3172,2.0,1.0769,0
MPLAD-FIN-402327,0.6991,40.9841,8.0,3.2718,0.0103,0.3426,53.4199,0.0645,1.0,0.2367,0
MPLAD-FIN-402328,0.8408,3.8488,4.0,6.383,0.032,0.047,21.7148,0.3327,0.0,0.3108,0
MPLAD-FIN-402329,1.05,62.4501,8.0,3.7899,0.0116,0.3999,63.3638,0.1248,2.0,0.0871,0
MPLAD-FIN-402330,0.9288,42.2088,3.0,2.7609,0.145,0.1887,51.8977,0.1316,0.0,0.2994,0
MPLAD-FIN-402331,0.8917,20.6434,4.0,8.2569,0.4358,0.57,94.8285,0.0766,0.0,0.3504,0
MPLAD-FIN-402332,0.9564,92.0751,8.0,2.1843,0.0867,0.1568,51.8833,0.0854,0.0,0.2877,0
MPLAD-FIN-402333,0.8759,9.8616,4.0,5.1074,0.1073,0.2044,50.7451,0.3629,1.0,0.0946,0
MPLAD-FIN-402334,0.9039,39.8262,4.0,4.2856,0.2355,0.2518,15.8582,0.3717,0.0,0.693,0
MPLAD-FIN-402335,0.9564,16.463,3.0,2.5047,0.2296,0.1126,48.03,0.1252,0.0,0.6297,0
MPLAD-FIN-402336,1.0254,39.3478,6.0,6.4099,0.2067,0.1377,23.5535,0.3281,2.0,0.1194,0
MPLAD-FIN-402337,0.8326,47.2994,2.0,7.8182,0.0412,0.2904,42.2918,0.22,0.0,0.6628,0
MPLAD-FIN-402338,0.7637,36.5312,4.0,1.5721,0.179,0.4563,71.6084,0.2787,2.0,0.1668,0
MPLAD-FIN-402339,0.7146,19.9434,4.0,1.9499,0.358,0.123,9.6069,0.3542,0.0,0.6473,0
MPLAD-FIN-402340,0.9734,40.441,4.0,8.2563,0.1327,0.288,27.0201,0.1142,1.0,0.0997,0
MPLAD-FIN-402341,1.0367,33.7689,2.0,8.9179,0.0376,0.1832,20.8341,0.2649,1.0,0.9019,0
MPLAD-FIN-402342,0.583,43.2739,4.0,6.8686,0.0266,0.2494,61.6568,0.03,0.0,1.1913,0
MPLAD-FIN-402343,0.9284,7.5271,2.0,3.6867,0.1026,0.2062,20.6136,0.438,0.0,0.8341,0
MPLAD-FIN-402344,0.8352,53.9477,4.0,6.4274,0.0466,0.2307,27.8056,0.3389,1.0,0.3431,0
MPLAD-FIN-402345,0.7299,37.1543,2.0,4.8846,0.0543,0.2613,36.461,0.1548,1.0,0.2346,0
MPLAD-FIN-402346,0.9747,0.2191,2.0,14.9072,0.7589,0.8766,337.9296,0.892,2.0,2.2322,1
MPLAD-FIN-402347,0.9024,6.648,2.0,3.6514,0.1767,0.3652,46.894,0.1599,1.0,0.0812,0
MPLAD-FIN-402348,0.8572,26.8122,3.0,2.8396,0.1318,0.0276,32.6203,0.1,0.0,0.1148,0
MPLAD-FIN-402349,0.9966,83.2626,2.0,2.9977,0.0663,0.4653,22.6728,0.3518,2.0,0.2179,0
MPLAD-FIN-402350,0.9146,46.8389,3.0,7.2741,0.118,0.3097,72.6513,0.0507,1.0,0.3695,0
MPLAD-FIN-402351,0.8297,36.49,2.0,1.8984,0.2289,0.2839,32.8327,0.3711,0.0,0.2874,0
MPLAD-FIN-402352,0.9443,65.378,6.0,1.0353,0.1479,0.0386,7.9909,0.1241,1.0,0.1928,0
MPLAD-FIN-402353,0.9555,21.6638,2.0,1.1418,0.0644,0.2019,51.75,0.4796,0.0,0.151,0
MPLAD-FIN-402354,0.8429,25.8104,2.0,3.5203,0.0474,0.3336,46.4889,0.2762,0.0,1.0593,0
MPLAD-FIN-402355,1.05,31.7513,5.0,4.0159,0.0828,0.152,38.5017,0.1597,0.0,0.4336,0
MPLAD-FIN-402356,0.6946,58.3767,5.0,2.3834,0.3641,0.2487,37.0759,0.1994,0.0,0.4262,0
MPLAD-FIN-402357,0.8965,34.3332,5.0,3.3394,0.0773,0.1498,72.3787,0.0232,1.0,0.2854,0
MPLAD-FIN-402358,0.8308,19.4571,5.0,6.7785,0.0946,0.202,114.9664,0.1528,0.0,0.2644,0
MPLAD-FIN-402359,0.8927,17.6828,4.0,3.2482,0.0215,0.2515,95.3215,0.199,1.0,0.2309,0
MPLAD-FIN-402360,0.7471,13.5953,8.0,4.3222,0.0164,0.2798,27.2326,0.2185,2.0,0.1029,0
MPLAD-FIN-402361,0.7768,23.4347,4.0,4.0933,0.0558,0.2252,65.1218,0.3855,0.0,0.5322,0
MPLAD-FIN-402362,0.9047,22.0671,2.0,5.5852,0.3178,0.3154,21.8541,0.3533,1.0,0.0714,0
MPLAD-FIN-402363,0.8799,51.8684,3.0,0.7338,0.1961,0.0511,46.6261,0.0232,1.0,0.1792,0
MPLAD-FIN-402364,0.883,98.813,6.0,3.7351,0.1372,0.2641,24.0893,0.09,1.0,0.2323,0
MPLAD-FIN-402365,0.924,17.033,5.0,0.2509,0.2087,0.3015,75.7985,0.3669,0.0,0.3614,0
MPLAD-FIN-402366,0.758,27.7477,3.0,0.6142,0.2024,0.2903,11.2228,0.1956,0.0,0.5174,0
MPLAD-FIN-402367,0.8197,18.4851,5.0,12.1343,0.0636,0.2165,47.9211,0.0493,0.0,0.9185,0
MPLAD-FIN-402368,1.05,25.8382,4.0,2.9696,0.0425,0.2859,29.5506,0.2337,0.0,0.3545,0
MPLAD-FIN-402369,0.8974,38.4494,8.0,1.8685,0.0978,0.095,49.4368,0.1758,0.0,0.07,0
MPLAD-FIN-402370,0.8933,11.0917,1.0,19.3845,0.7623,0.9419,259.0185,0.6394,3.0,1.9484,1
MPLAD-FIN-402371,0.8399,15.0002,4.0,0.7486,0.1135,0.3174,23.4966,0.1601,0.0,0.7099,0
MPLAD-FIN-402372,0.8204,68.8217,7.0,1.2659,0.1284,0.1286,73.5364,0.6309,2.0,0.4021,0
MPLAD-FIN-402373,0.8794,35.3925,7.0,0.4988,0.1768,0.63,53.0986,0.104,1.0,0.4236,0
MPLAD-FIN-402374,0.6898,44.072,2.0,0.4553,0.32,0.1849,99.2769,0.1256,0.0,0.4114,0
MPLAD-FIN-402375,0.8486,28.9442,3.0,3.4139,0.2469,0.21,13.687,0.1409,1.0,0.3978,0
MPLAD-FIN-402376,0.8242,29.6095,3.0,6.4444,0.0537,0.1576,30.1991,0.3133,0.0,0.4771,0
MPLAD-FIN-402377,0.7695,25.3643,6.0,5.2661,0.0509,0.358,33.358,0.4264,1.0,0.3418,0
MPLAD-FIN-402378,0.9278,27.5114,2.0,1.2665,0.0643,0.4988,35.4391,0.025,1.0,0.5125,0
MPLAD-FIN-402379,0.872,41.1624,4.0,6.1636,0.2164,0.2158,32.0078,0.0418,0.0,0.3724,0
MPLAD-FIN-402380,0.9878,76.5703,3.0,8.1178,0.2244,0.2694,51.6677,0.3438,0.0,1.4103,0
MPLAD-FIN-402381,0.826,2.1879,5.0,5.4295,0.2434,0.1744,55.6356,0.4667,1.0,0.7419,0
MPLAD-FIN-402382,0.8794,16.6464,7.0,2.8142,0.1128,0.0871,83.4733,0.4192,0.0,0.356,0
MPLAD-FIN-402383,0.8299,41.1359,3.0,1.7836,0.1656,0.2851,96.5122,0.4011,1.0,0.3381,0
MPLAD-FIN-402384,0.8564,37.6344,5.0,1.0859,0.2392,0.1183,80.2245,0.3932,0.0,1.0751,0
MPLAD-FIN-402385,0.899,20.2837,6.0,1.7965,0.0046,0.3083,18.9114,0.3945,0.0,0.2757,0
MPLAD-FIN-402386,0.8509,46.012,4.0,1.4493,0.0047,0.1053,25.001,0.4075,1.0,0.4057,0
MPLAD-FIN-402387,0.949,10.0819,7.0,4.3276,0.1138,0.0504,20.1659,0.2426,0.0,0.1277,0
MPLAD-FIN-402388,1.05,10.7986,3.0,3.4851,0.0419,0.3575,9.8826,0.0216,0.0,0.6589,0
MPLAD-FIN-402389,0.6884,18.1205,5.0,3.1894,0.2734,0.2017,35.0197,0.1448,0.0,0.4319,0
MPLAD-FIN-402390,0.7755,46.5428,5.0,11.0455,0.1202,0.218,26.9961,0.0618,1.0,0.1723,0
MPLAD-FIN-402391,0.9971,42.6537,7.0,4.6343,0.1645,0.2357,21.0233,0.1564,0.0,0.1278,0
MPLAD-FIN-402392,0.8633,57.5946,7.0,3.6958,0.052,0.3552,66.4463,0.1786,0.0,0.7765,0
MPLAD-FIN-402393,0.9327,1.1115,1.0,26.2409,0.8117,0.9019,254.9776,0.7313,7.0,3.2147,1
MPLAD-FIN-402394,0.9538,40.3538,4.0,4.3918,0.0829,0.3472,20.7184,0.4259,1.0,0.6538,0
MPLAD-FIN-402395,0.9538,42.1563,6.0,3.3413,0.2167,0.2222,48.3401,0.167,0.0,0.396,0
MPLAD-FIN-402396,0.9266,33.2594,4.0,6.1385,0.2894,0.1744,31.72,0.1777,1.0,0.5888,0
MPLAD-FIN-402397,0.787,53.2573,3.0,1.3586,0.2522,0.0998,140.0977,0.1042,0.0,0.3992,0
MPLAD-FIN-402398,0.9912,15.605,7.0,7.4893,0.1548,0.1875,33.9784,0.1173,0.0,0.3085,0
MPLAD-FIN-402399,0.9355,31.9969,3.0,1.9444,0.0763,0.3696,55.0842,0.3195,0.0,0.4588,0
MPLAD-FIN-402400,0.9845,59.2868,5.0,3.9991,0.0406,0.0899,47.8621,0.1023,2.0,0.3327,0
MPLAD-FIN-402401,0.9832,16.4716,3.0,2.014,0.2447,0.0993,62.6719,0.3643,0.0,0.3724,0
MPLAD-FIN-402402,0.9568,23.3769,6.0,2.8428,0.2057,0.0978,47.215,0.1604,1.0,0.4176,0
MPLAD-FIN-402403,0.9714,1.2492,1.0,28.0314,0.8805,0.9474,211.7487,0.7516,6.0,1.6668,1
MPLAD-FIN-402404,0.8156,18.2074,5.0,1.1578,0.4061,0.2557,7.6471,0.1839,0.0,0.5348,0
MPLAD-FIN-402405,0.7886,69.2477,5.0,0.6232,0.1892,0.4329,15.5622,0.1071,0.0,0.2812,0
MPLAD-FIN-402406,0.8725,18.6286,4.0,1.8944,0.2878,0.0584,19.0088,0.056,0.0,0.2823,0
MPLAD-FIN-402407,0.9431,43.0358,3.0,3.9962,0.3292,0.1474,12.4028,0.5252,1.0,0.5525,0
MPLAD-FIN-402408,0.7286,33.5841,7.0,2.4471,0.1134,0.2456,65.1686,0.1031,1.0,0.4822,0
MPLAD-FIN-402409,0.8147,24.1336,4.0,13.0699,0.1104,0.3866,22.6044,0.1589,0.0,0.6002,0
MPLAD-FIN-402410,0.8959,44.6945,6.0,0.5086,0.0719,0.2982,51.3632,0.1977,0.0,0.769,0
MPLAD-FIN-402411,0.8768,11.6825,6.0,4.1578,0.2174,0.2508,53.9715,0.1452,0.0,0.7314,0
MPLAD-FIN-402412,1.0456,0.9488,2.0,27.5136,0.7838,0.8819,77.7728,0.9738,2.0,1.7079,1
MPLAD-FIN-402413,0.9302,36.2213,7.0,2.2499,0.1773,0.5969,16.3651,0.1322,0.0,1.0436,0
MPLAD-FIN-402414,0.9525,27.6002,8.0,4.9951,0.2096,0.0763,13.5712,0.0706,1.0,0.2643,0
MPLAD-FIN-402415,0.8922,16.0583,3.0,2.3866,0.0896,0.1458,38.2195,0.059,0.0,0.2298,0
MPLAD-FIN-402416,0.8267,57.6262,6.0,2.6451,0.2745,0.1,32.6171,0.3749,0.0,0.2791,0
MPLAD-FIN-402417,0.9569,16.4991,5.0,5.831,0.1992,0.1834,106.0952,0.2303,0.0,0.1571,0
MPLAD-FIN-402418,0.9472,36.6979,7.0,1.6734,0.2465,0.0092,37.5102,0.1149,0.0,0.5071,0
MPLAD-FIN-402419,0.9129,34.4059,5.0,3.7781,0.1761,0.148,30.0005,0.1371,0.0,0.4594,0
MPLAD-FIN-402420,0.8505,107.7423,2.0,1.528,0.045,0.4755,34.3936,0.0771,0.0,0.4942,0
MPLAD-FIN-402421,0.8657,24.7196,7.0,3.4369,0.2581,0.4325,63.9866,0.1472,0.0,0.3556,0
MPLAD-FIN-402422,0.8547,1.2172,1.0,20.4623,0.9615,0.6712,276.7598,0.7073,1.0,0.7809,1
MPLAD-FIN-402423,0.9342,18.2577,8.0,1.504,0.2732,0.2423,46.7054,0.3915,0.0,0.528,0
MPLAD-FIN-402424,0.984,27.1584,5.0,7.3878,0.144,0.2908,46.0062,0.2291,0.0,0.4379,0
MPLAD-FIN-402425,0.8629,28.5117,4.0,2.3428,0.159,0.5135,18.5504,0.3647,0.0,0.1735,0
MPLAD-FIN-402426,0.9268,30.0077,8.0,3.4356,0.0666,0.022,41.9716,0.3589,0.0,0.2889,0
MPLAD-FIN-402427,0.8247,77.1711,3.0,2.998,0.1346,0.3066,29.632,0.112,0.0,0.5254,0
MPLAD-FIN-402428,1.0157,81.2729,2.0,0.7706,0.0777,0.1958,36.8806,0.2574,1.0,0.3691,0
MPLAD-FIN-402429,0.668,86.9686,5.0,2.5186,0.1561,0.0813,19.1282,0.1774,1.0,0.3482,0
MPLAD-FIN-402430,0.9048,24.4127,6.0,3.3052,0.1455,0.199,101.4171,0.5036,0.0,0.3414,0
MPLAD-FIN-402431,1.0133,26.445,7.0,0.8124,0.0325,0.1743,38.7447,0.1227,0.0,0.0986,0
MPLAD-FIN-402432,1.0278,42.557,7.0,1.6303,0.0333,0.1939,15.2234,0.2833,1.0,0.4062,0
MPLAD-FIN-402433,0.7982,52.977,8.0,1.4552,0.1738,0.2092,29.3738,0.3621,0.0,0.0734,0
MPLAD-FIN-402434,0.8136,34.5774,7.0,15.0518,0.1664,0.0814,61.3843,0.0983,1.0,0.5814,0
MPLAD-FIN-402435,0.9424,32.2829,6.0,5.0867,0.1193,0.2222,45.4367,0.2694,0.0,0.5091,0
MPLAD-FIN-402436,0.748,41.924,6.0,5.3012,0.269,0.23,41.2189,0.06,0.0,0.0364,0
MPLAD-FIN-402437,0.8027,46.3338,7.0,1.1815,0.0765,0.1484,13.8822,0.0552,1.0,0.253,0
MPLAD-FIN-402438,0.8327,24.4278,2.0,4.2958,0.356,0.1154,52.2678,0.3231,0.0,0.3899,0
MPLAD-FIN-402439,0.992,24.1057,4.0,5.5777,0.1035,0.1454,21.8796,0.4297,1.0,0.2057,0
MPLAD-FIN-402440,0.8755,19.6007,3.0,8.133,0.1871,0.0615,123.343,0.1655,0.0,0.9081,0
MPLAD-FIN-402441,0.8331,51.4992,7.0,1.682,0.0801,0.2031,60.5303,0.012,0.0,0.9606,0
MPLAD-FIN-402442,1.05,20.4691,4.0,3.0185,0.3731,0.1803,31.3691,0.1321,0.0,0.3083,0
MPLAD-FIN-402443,0.8242,87.2059,2.0,3.374,0.2337,0.2163,17.7464,0.284,0.0,0.2437,0
MPLAD-FIN-402444,0.9362,70.3268,5.0,5.1228,0.0228,0.1007,53.2923,0.3052,0.0,0.3572,0
MPLAD-FIN-402445,0.9955,76.2416,4.0,2.8792,0.168,0.0708,27.2151,0.1945,0.0,0.6641,0
MPLAD-FIN-402446,0.8607,25.9124,6.0,6.8339,0.0586,0.3246,14.1389,0.0947,0.0,0.6125,0
MPLAD-FIN-402447,0.8831,57.1685,6.0,9.0251,0.1331,0.2898,93.7594,0.3273,0.0,0.3858,0
MPLAD-FIN-402448,0.8325,33.2491,2.0,7.9536,0.0614,0.165,29.1352,0.207,0.0,0.1827,0
MPLAD-FIN-402449,0.9638,15.6611,2.0,12.7775,0.3448,0.3715,13.9645,0.164,0.0,0.097,0
MPLAD-FIN-402450,0.9773,20.4232,4.0,3.4491,0.2537,0.1719,27.2674,0.088,0.0,0.3673,0
MPLAD-FIN-402451,1.0237,9.4571,6.0,1.5448,0.14,0.1788,34.2732,0.5022,0.0,0.7612,0
MPLAD-FIN-402452,0.9068,10.8153,7.0,2.4147,0.0215,0.0874,59.3196,0.075,1.0,0.0376,0
MPLAD-FIN-402453,0.7336,46.7986,7.0,0.8873,0.2742,0.2826,32.7533,0.0617,1.0,0.5626,0
MPLAD-FIN-402454,0.7786,42.3447,2.0,4.0263,0.0683,0.3223,72.0414,0.196,0.0,0.3052,0
MPLAD-FIN-402455,0.9613,22.8222,4.0,3.7029,0.2502,0.4746,67.2553,0.2907,2.0,0.9124,0
MPLAD-FIN-402456,0.7657,9.8985,2.0,1.8469,0.2497,0.4749,60.8851,0.0616,0.0,0.7068,0
MPLAD-FIN-402457,0.9039,55.4457,5.0,3.2357,0.151,0.2274,31.9746,0.3591,0.0,0.1858,0
MPLAD-FIN-402458,0.8778,26.8525,8.0,4.0816,0.1782,0.3737,32.2131,0.0948,1.0,0.3318,0
MPLAD-FIN-402459,0.7905,60.7012,2.0,3.5999,0.1022,0.1646,45.8882,0.3161,0.0,0.7045,0
MPLAD-FIN-402460,0.9808,38.5532,8.0,6.0303,0.253,0.3367,51.9459,0.091,0.0,0.4048,0
MPLAD-FIN-402461,0.8811,34.9302,5.0,3.5301,0.1222,0.1915,34.7587,0.2097,1.0,0.1552,0
MPLAD-FIN-402462,0.8666,18.1117,4.0,4.3114,0.1374,0.2329,42.4488,0.2658,2.0,0.1207,0
MPLAD-FIN-402463,0.5785,38.4732,8.0,0.835,0.261,0.1173,73.7281,0.1446,1.0,0.6525,0
MPLAD-FIN-402464,0.9751,16.2633,4.0,3.0496,0.0882,0.2615,21.5161,0.4307,0.0,0.4779,0
MPLAD-FIN-402465,1.0225,48.5932,6.0,4.9204,0.2029,0.1735,45.2312,0.4802,0.0,0.8607,0
MPLAD-FIN-402466,0.8405,19.1204,2.0,4.9516,0.04,0.2917,21.0132,0.1751,1.0,0.3103,0
MPLAD-FIN-402467,0.8064,15.7189,2.0,8.9671,0.1085,0.2087,10.5604,0.0808,0.0,0.4017,0
MPLAD-FIN-402468,0.7723,30.8858,7.0,1.9813,0.069,0.4651,22.3795,0.085,0.0,0.1743,0
MPLAD-FIN-402469,0.9643,43.375,7.0,8.1834,0.0395,0.0988,24.7026,0.1904,1.0,0.2173,0
MPLAD-FIN-402470,0.8481,1.4097,1.0,28.0578,0.8683,0.4564,108.8337,0.9621,3.0,0.7315,1
MPLAD-FIN-402471,0.8358,36.7427,8.0,5.2588,0.1088,0.2588,46.8429,0.1213,0.0,0.6569,0
MPLAD-FIN-402472,0.9644,57.3484,4.0,2.0621,0.0737,0.3778,34.829,0.2999,0.0,0.1341,0
MPLAD-FIN-402473,0.8799,52.6027,8.0,4.3417,0.1231,0.5241,12.5594,0.0291,1.0,0.2018,0
MPLAD-FIN-402474,0.7707,33.4972,8.0,1.9787,0.025,0.1554,32.3372,0.1621,0.0,0.3775,0
MPLAD-FIN-402475,0.7577,26.2302,8.0,3.5503,0.1027,0.1077,86.7382,0.0832,0.0,0.3929,0
MPLAD-FIN-402476,0.9827,42.9343,5.0,3.2125,0.0507,0.2543,9.1003,0.0798,1.0,0.4644,0
MPLAD-FIN-402477,0.8031,89.313,2.0,8.3345,0.1956,0.149,51.1317,0.15,0.0,0.5094,0
MPLAD-FIN-402478,0.8317,25.6259,4.0,1.3593,0.0987,0.1774,19.0011,0.1249,0.0,0.0966,0
MPLAD-FIN-402479,0.9371,34.709,8.0,4.4104,0.1635,0.0959,51.4107,0.2119,0.0,0.137,0
MPLAD-FIN-402480,0.9799,3.5381,1.0,38.042,0.8894,0.8789,163.5879,0.9597,1.0,2.5961,1
MPLAD-FIN-402481,0.9386,25.8174,8.0,1.8769,0.2063,0.1751,34.6323,0.3181,0.0,0.4336,0
MPLAD-FIN-402482,0.8567,54.4085,7.0,3.8884,0.1285,0.3935,80.4767,0.0344,0.0,0.0924,0
MPLAD-FIN-402483,0.848,50.1545,7.0,1.9751,0.0422,0.2848,83.0342,0.443,0.0,0.4107,0
MPLAD-FIN-402484,0.7747,8.7966,5.0,1.8656,0.2024,0.1151,3.869,0.1762,0.0,0.2116,0
MPLAD-FIN-402485,1.0245,55.6106,6.0,9.196,0.1425,0.5035,32.6379,0.3618,0.0,0.4161,0
MPLAD-FIN-402486,0.7621,23.8859,4.0,2.8033,0.1407,0.0833,27.5975,0.1528,0.0,0.7923,0
MPLAD-FIN-402487,1.05,21.6034,8.0,1.1453,0.1661,0.1677,63.699,0.0319,1.0,1.3141,0
MPLAD-FIN-402488,0.9338,43.3509,6.0,2.0825,0.5945,0.2477,58.3871,0.4002,0.0,0.2641,0
MPLAD-FIN-402489,0.8799,42.3449,5.0,2.3849,0.3758,0.2191,61.2919,0.2358,0.0,0.0409,0
MPLAD-FIN-402490,0.9404,38.6251,6.0,3.375,0.0749,0.2827,5.2439,0.1152,1.0,0.1442,0
MPLAD-FIN-402491,0.8279,20.4107,8.0,2.5783,0.0158,0.2916,16.7064,0.3404,1.0,0.3029,0
MPLAD-FIN-402492,0.989,21.1983,2.0,3.6599,0.5254,0.2192,36.0011,0.0625,1.0,0.3765,0
MPLAD-FIN-402493,0.9958,19.8863,2.0,6.5038,0.0594,0.3739,94.9523,0.1552,0.0,0.4572,0
MPLAD-FIN-402494,0.7932,10.5562,7.0,1.4279,0.2415,0.2729,22.0339,0.2489,0.0,0.2803,0
MPLAD-FIN-402495,0.9936,23.2354,2.0,4.1785,0.0376,0.1736,56.1241,0.0916,2.0,0.5091,0
MPLAD-FIN-402496,0.817,42.4873,2.0,9.205,0.0925,0.4273,64.9304,0.5316,2.0,0.3705,0
MPLAD-FIN-402497,0.7783,82.553,4.0,3.0312,0.0263,0.251,13.7795,0.2211,1.0,0.3971,0
MPLAD-FIN-402498,0.987,59.0765,5.0,2.6447,0.0125,0.2614,52.0708,0.1325,0.0,0.343,0
MPLAD-FIN-402499,1.0077,48.6565,3.0,4.2344,0.0108,0.1476,9.7449,0.0772,0.0,0.2783,0
MPLAD-FIN-402500,0.9863,39.7337,3.0,3.0265,0.1839,0.4808,83.0935,0.4,0.0,0.0828,0
MPLAD-FIN-402501,0.8078,33.9297,2.0,1.2938,0.1068,0.3758,13.1226,0.0883,0.0,0.0632,0
MPLAD-FIN-402502,0.8635,28.0352,5.0,3.6423,0.225,0.2581,20.516,0.4242,1.0,0.7997,0
MPLAD-FIN-402503,0.7521,83.2001,7.0,3.1093,0.0646,0.2631,40.3713,0.0845,0.0,0.4186,0
MPLAD-FIN-402504,0.9586,22.4574,3.0,3.125,0.031,0.1321,19.9317,0.0477,0.0,0.4524,0
MPLAD-FIN-402505,1.0398,51.6298,8.0,4.14,0.0061,0.0342,29.971,0.1491,0.0,0.2964,0
MPLAD-FIN-402506,0.8073,19.1057,6.0,1.463,0.3654,0.0815,64.3836,0.4392,0.0,0.4516,0
