project_id,sanctioned_cost_lakh,planned_duration_days,sanction_to_start_lag_days,num_bidders,vendor_past_overrun_rate,vendor_completed_projects,district_past_delay_rate,monsoon_overlap_months,fund_release_tranches,rate_deviation_pct,is_election_year,category_code,is_delayed_or_overrun
PRJ-303037,9.67,421.0,58.7,4.0,0.2848,39.0,0.194,0.0,2.0,-7.25,0.0,8.0,0
PRJ-303038,16.46,517.0,36.2,6.0,0.382,5.0,0.2283,0.0,4.0,19.61,0.0,5.0,0
PRJ-303039,22.45,148.0,40.8,5.0,0.2548,38.0,0.116,4.0,2.0,19.66,0.0,5.0,0
PRJ-303040,22.54,218.0,86.6,1.0,0.2046,48.0,0.256,1.0,3.0,-10.47,0.0,5.0,0
PRJ-303041,9.74,479.0,38.2,7.0,0.0124,3.0,0.4367,3.0,1.0,3.95,0.0,2.0,0
PRJ-303042,8.21,199.0,50.2,3.0,0.1771,3.0,0.3646,4.0,2.0,-18.84,1.0,6.0,0
PRJ-303043,14.91,166.0,52.3,4.0,0.4442,50.0,0.3741,0.0,1.0,-9.84,1.0,8.0,0
PRJ-303044,10.18,456.0,6.4,3.0,0.0535,27.0,0.3314,1.0,4.0,-10.48,0.0,7.0,0
PRJ-303045,26.67,288.0,33.7,8.0,0.2386,5.0,0.3405,3.0,1.0,-7.24,0.0,3.0,0
PRJ-303046,10.1,333.0,102.3,5.0,0.1134,8.0,0.1229,2.0,1.0,-3.27,0.0,6.0,0
PRJ-303047,13.44,286.0,5.2,6.0,0.2092,51.0,0.2969,4.0,3.0,-9.33,0.0,8.0,1
PRJ-303048,16.2,343.0,71.6,5.0,0.1495,51.0,0.4826,2.0,2.0,1.84,0.0,7.0,0
PRJ-303049,4.51,178.0,22.5,3.0,0.2252,58.0,0.568,1.0,2.0,-18.36,0.0,2.0,0
PRJ-303050,8.69,407.0,35.5,5.0,0.2755,41.0,0.7004,1.0,3.0,11.91,0.0,0.0,1
PRJ-303051,37.87,224.0,81.8,7.0,0.1661,40.0,0.5805,3.0,1.0,-12.75,0.0,8.0,0
PRJ-303052,21.86,304.0,17.9,1.0,0.2173,53.0,0.4886,1.0,1.0,-1.88,0.0,1.0,0
PRJ-303053,10.01,136.0,38.1,2.0,0.2821,55.0,0.3762,1.0,1.0,-5.1,1.0,6.0,1
PRJ-303054,19.91,50.0,9.6,2.0,0.0546,1.0,0.4462,2.0,4.0,12.35,1.0,1.0,1
PRJ-303055,26.4,327.0,64.7,8.0,0.4277,37.0,0.5275,3.0,3.0,-3.94,0.0,3.0,1
PRJ-303056,11.08,113.0,25.0,5.0,0.2625,45.0,0.2247,0.0,2.0,17.5,0.0,2.0,0
PRJ-303057,21.22,496.0,12.5,3.0,0.3311,58.0,0.2656,2.0,4.0,4.3,0.0,0.0,1
PRJ-303058,19.38,519.0,47.9,2.0,0.2697,3.0,0.4289,2.0,1.0,-11.22,0.0,6.0,1
PRJ-303059,5.57,201.0,9.1,6.0,0.342,47.0,0.1127,0.0,2.0,-2.56,0.0,3.0,0
PRJ-303060,11.12,187.0,34.7,5.0,0.0368,33.0,0.62,1.0,1.0,-0.53,0.0,6.0,0
PRJ-303061,32.3,296.0,23.0,6.0,0.3645,40.0,0.3092,0.0,3.0,8.81,0.0,7.0,0
PRJ-303062,37.21,146.0,56.1,6.0,0.1438,59.0,0.2023,4.0,4.0,2.02,0.0,1.0,1
PRJ-303063,21.97,471.0,57.0,1.0,0.3448,59.0,0.4549,3.0,1.0,-2.66,0.0,6.0,0
PRJ-303064,8.49,95.0,26.7,6.0,0.0753,10.0,0.3476,4.0,4.0,-9.17,0.0,4.0,0
PRJ-303065,2.38,268.0,124.9,6.0,0.1273,29.0,0.2924,1.0,1.0,5.73,1.0,2.0,0
PRJ-303066,7.72,138.0,98.8,3.0,0.3911,24.0,0.3042,2.0,4.0,-4.24,1.0,3.0,1
PRJ-303067,5.04,456.0,20.1,3.0,0.1263,29.0,0.4416,2.0,1.0,-8.66,0.0,5.0,0
PRJ-303068,33.77,116.0,199.8,5.0,0.3807,25.0,0.5061,0.0,1.0,-12.34,0.0,8.0,1
PRJ-303069,3.36,265.0,79.1,4.0,0.2956,51.0,0.1647,4.0,3.0,12.31,0.0,8.0,0
PRJ-303070,5.68,457.0,60.8,8.0,0.0769,53.0,0.783,0.0,4.0,-17.83,0.0,3.0,0
PRJ-303071,14.72,262.0,63.8,1.0,0.4105,40.0,0.739,4.0,1.0,5.76,0.0,3.0,1
PRJ-303072,12.81,136.0,15.3,2.0,0.2891,38.0,0.3814,0.0,4.0,0.25,0.0,8.0,0
PRJ-303073,31.33,122.0,110.0,7.0,0.1054,8.0,0.2309,3.0,2.0,-6.56,0.0,2.0,0
PRJ-303074,18.64,344.0,6.5,6.0,0.3093,20.0,0.1872,4.0,4.0,-8.6,0.0,6.0,0
PRJ-303075,11.66,106.0,63.5,7.0,0.3031,18.0,0.4855,1.0,4.0,0.22,0.0,7.0,0
PRJ-303076,26.97,220.0,99.7,1.0,0.0249,6.0,0.703,1.0,1.0,-6.45,0.0,0.0,0
PRJ-303077,9.82,347.0,21.6,2.0,0.1221,35.0,0.4025,0.0,1.0,-6.92,0.0,4.0,0
PRJ-303078,32.9,232.0,83.1,7.0,0.2043,38.0,0.4651,4.0,1.0,11.93,0.0,1.0,0
PRJ-303079,7.01,454.0,51.5,7.0,0.1187,0.0,0.2393,0.0,3.0,-1.85,1.0,5.0,0
PRJ-303080,12.5,385.0,86.8,7.0,0.1839,27.0,0.5338,3.0,3.0,0.09,0.0,4.0,0
PRJ-303081,2.63,112.0,96.6,8.0,0.242,30.0,0.7831,4.0,1.0,-9.63,0.0,8.0,0
PRJ-303082,22.68,449.0,132.7,2.0,0.3133,27.0,0.2248,3.0,1.0,11.94,0.0,0.0,1
PRJ-303083,14.19,495.0,113.4,1.0,0.1955,14.0,0.3772,3.0,3.0,14.66,0.0,3.0,1
PRJ-303084,32.95,145.0,7.6,3.0,0.1296,1.0,0.4305,0.0,2.0,2.62,0.0,5.0,1
PRJ-303085,10.85,222.0,20.5,8.0,0.3569,14.0,0.3272,2.0,4.0,17.13,1.0,6.0,0
PRJ-303086,4.47,240.0,68.4,5.0,0.2493,59.0,0.549,3.0,3.0,-6.53,1.0,4.0,0
PRJ-303087,17.16,255.0,97.5,1.0,0.2139,53.0,0.2616,4.0,1.0,11.03,0.0,7.0,1
PRJ-303088,8.86,274.0,18.0,6.0,0.3047,41.0,0.3959,1.0,1.0,-4.55,0.0,1.0,0
PRJ-303089,20.69,487.0,78.0,7.0,0.0598,16.0,0.6278,2.0,2.0,-5.79,0.0,5.0,0
PRJ-303090,7.12,367.0,119.0,1.0,0.5012,1.0,0.4696,0.0,3.0,16.78,1.0,4.0,1
PRJ-303091,29.4,488.0,94.9,5.0,0.0776,53.0,0.4518,2.0,2.0,-4.35,0.0,5.0,0
PRJ-303092,13.43,218.0,77.1,6.0,0.5845,25.0,0.4459,2.0,2.0,-11.47,1.0,5.0,0
PRJ-303093,11.69,304.0,45.3,8.0,0.0944,32.0,0.4376,0.0,4.0,-21.78,1.0,4.0,0
PRJ-303094,28.2,97.0,43.6,5.0,0.3546,58.0,0.3092,4.0,2.0,0.1,0.0,0.0,0
PRJ-303095,22.89,181.0,178.6,3.0,0.3933,55.0,0.1638,0.0,1.0,-12.31,0.0,0.0,0
PRJ-303096,7.82,334.0,31.3,8.0,0.2974,33.0,0.3461,3.0,1.0,23.7,0.0,7.0,0
PRJ-303097,22.48,130.0,20.5,3.0,0.2874,43.0,0.3746,3.0,2.0,20.88,0.0,2.0,0
PRJ-303098,19.67,520.0,12.4,6.0,0.1702,33.0,0.5217,4.0,2.0,-35.99,1.0,4.0,0
PRJ-303099,12.13,179.0,73.8,7.0,0.2265,24.0,0.2724,0.0,1.0,19.62,0.0,3.0,0
PRJ-303100,21.37,124.0,66.6,5.0,0.3616,14.0,0.1933,4.0,3.0,-9.38,0.0,2.0,0
PRJ-303101,29.32,431.0,48.6,6.0,0.1423,2.0,0.3809,0.0,3.0,15.03,0.0,2.0,1
PRJ-303102,12.37,89.0,66.5,7.0,0.4955,56.0,0.3495,4.0,2.0,12.71,1.0,5.0,0
PRJ-303103,12.4,205.0,86.8,5.0,0.3446,53.0,0.3281,4.0,3.0,16.1,0.0,2.0,0
PRJ-303104,11.96,143.0,40.3,4.0,0.2934,23.0,0.6196,0.0,4.0,21.59,0.0,8.0,0
PRJ-303105,7.6,388.0,70.0,6.0,0.0783,42.0,0.1587,2.0,3.0,-13.89,0.0,7.0,0
PRJ-303106,12.28,462.0,37.4,4.0,0.0917,6.0,0.5854,3.0,1.0,-12.55,0.0,2.0,1
PRJ-303107,11.4,141.0,71.7,6.0,0.0713,8.0,0.151,4.0,1.0,9.71,0.0,5.0,0
PRJ-303108,10.97,250.0,119.6,1.0,0.3377,51.0,0.3296,0.0,2.0,1.35,1.0,8.0,1
PRJ-303109,10.86,281.0,93.0,1.0,0.2703,56.0,0.4166,0.0,2.0,8.11,1.0,8.0,0
PRJ-303110,5.67,387.0,148.6,4.0,0.1398,36.0,0.1252,3.0,4.0,-4.2,1.0,3.0,1
PRJ-303111,24.33,219.0,31.4,1.0,0.2064,29.0,0.4021,4.0,4.0,10.62,0.0,4.0,0
PRJ-303112,8.68,303.0,25.6,6.0,0.2982,38.0,0.0905,2.0,4.0,-15.55,1.0,6.0,0
PRJ-303113,30.34,294.0,65.5,2.0,0.2765,1.0,0.6387,3.0,3.0,23.53,0.0,5.0,1
PRJ-303114,6.56,50.0,32.2,4.0,0.0985,19.0,0.3601,4.0,3.0,29.63,0.0,4.0,0
PRJ-303115,34.62,327.0,74.0,2.0,0.4802,17.0,0.2655,1.0,4.0,-21.65,0.0,5.0,1
PRJ-303116,10.15,326.0,56.1,8.0,0.0092,31.0,0.3411,1.0,2.0,18.76,1.0,0.0,0
PRJ-303117,22.65,535.0,20.9,7.0,0.2616,51.0,0.1308,4.0,3.0,-20.84,0.0,8.0,0
PRJ-303118,14.1,297.0,67.7,1.0,0.3641,5.0,0.2756,1.0,2.0,6.98,0.0,6.0,0
PRJ-303119,5.13,490.0,22.2,4.0,0.1499,25.0,0.3939,0.0,3.0,-11.45,0.0,1.0,0
PRJ-303120,5.32,217.0,125.4,8.0,0.226,45.0,0.4449,0.0,2.0,5.52,0.0,1.0,1
PRJ-303121,8.19,389.0,41.0,4.0,0.1019,48.0,0.3598,4.0,4.0,-15.0,0.0,2.0,0
PRJ-303122,9.76,491.0,25.3,7.0,0.1521,51.0,0.5465,3.0,3.0,4.89,0.0,8.0,0
PRJ-303123,12.63,121.0,57.4,1.0,0.4977,24.0,0.1029,3.0,3.0,-2.25,0.0,6.0,0
PRJ-303124,16.1,325.0,62.1,4.0,0.3442,56.0,0.5061,1.0,3.0,-3.19,0.0,8.0,0
PRJ-303125,11.56,499.0,30.5,7.0,0.1964,8.0,0.2238,2.0,3.0,4.3,1.0,6.0,0
PRJ-303126,15.55,320.0,29.3,2.0,0.0986,48.0,0.5956,2.0,4.0,-20.49,0.0,6.0,0
PRJ-303127,17.2,486.0,9.0,1.0,0.179,11.0,0.2907,4.0,1.0,7.43,0.0,0.0,0
PRJ-303128,11.22,252.0,89.6,6.0,0.2518,40.0,0.5245,4.0,4.0,-3.76,0.0,1.0,1
PRJ-303129,19.47,483.0,123.0,1.0,0.1666,52.0,0.402,0.0,1.0,-18.59,1.0,4.0,0
PRJ-303130,22.24,356.0,99.4,3.0,0.1987,41.0,0.1355,3.0,4.0,8.15,0.0,3.0,0
PRJ-303131,17.48,282.0,24.7,7.0,0.0075,10.0,0.5006,2.0,2.0,-7.47,0.0,2.0,0
PRJ-303132,18.12,151.0,66.4,8.0,0.2237,52.0,0.2415,3.0,4.0,-0.64,0.0,3.0,1
PRJ-303133,14.67,129.0,58.1,2.0,0.2013,56.0,0.311,2.0,2.0,3.92,0.0,7.0,0
PRJ-303134,25.65,187.0,11.8,4.0,0.4071,29.0,0.2986,4.0,1.0,-0.82,0.0,0.0,0
PRJ-303135,12.82,418.0,30.3,7.0,0.1598,17.0,0.1988,0.0,1.0,-0.39,0.0,6.0,0
PRJ-303136,8.29,276.0,63.0,4.0,0.3268,38.0,0.4753,1.0,1.0,7.07,0.0,5.0,0
PRJ-303137,13.07,237.0,5.2,3.0,0.3662,58.0,0.2521,1.0,2.0,-3.31,0.0,5.0,0
PRJ-303138,5.19,276.0,17.8,5.0,0.3352,58.0,0.3029,3.0,3.0,12.27,1.0,2.0,1
PRJ-303139,4.76,215.0,82.3,7.0,0.2429,5.0,0.177,0.0,3.0,13.76,0.0,5.0,1
PRJ-303140,22.31,444.0,23.9,1.0,0.2637,8.0,0.2948,1.0,4.0,-7.02,0.0,5.0,1
PRJ-303141,30.64,238.0,12.0,1.0,0.3557,32.0,0.2219,1.0,3.0,-6.72,1.0,8.0,0
PRJ-303142,10.36,278.0,95.8,1.0,0.188,51.0,0.0329,1.0,4.0,7.51,0.0,5.0,0
PRJ-303143,22.44,321.0,23.9,3.0,0.2543,2.0,0.5679,3.0,1.0,20.09,0.0,0.0,1
PRJ-303144,3.08,364.0,82.7,3.0,0.1413,41.0,0.4943,0.0,2.0,13.17,0.0,7.0,0
PRJ-303145,17.52,210.0,146.3,4.0,0.4185,15.0,0.1883,4.0,4.0,-10.78,0.0,5.0,0
PRJ-303146,12.85,81.0,17.3,3.0,0.3297,17.0,0.3956,0.0,2.0,-3.5,1.0,0.0,0
PRJ-303147,33.72,386.0,42.2,6.0,0.0911,51.0,0.6066,3.0,3.0,-9.81,0.0,0.0,0
PRJ-303148,11.7,322.0,58.5,3.0,0.2667,17.0,0.3858,0.0,4.0,17.63,0.0,3.0,0
PRJ-303149,6.22,365.0,94.6,7.0,0.3105,11.0,0.5587,2.0,1.0,5.09,1.0,8.0,1
PRJ-303150,4.3,314.0,30.2,3.0,0.4593,57.0,0.152,0.0,2.0,-12.02,0.0,0.0,0
PRJ-303151,13.06,296.0,2.1,2.0,0.4052,53.0,0.1049,2.0,1.0,-5.25,0.0,3.0,0
PRJ-303152,14.65,514.0,17.3,7.0,0.2834,55.0,0.5004,1.0,1.0,-11.33,0.0,7.0,0
PRJ-303153,11.23,71.0,35.5,6.0,0.0735,35.0,0.3421,0.0,4.0,-4.8,0.0,2.0,0
PRJ-303154,22.76,90.0,82.6,1.0,0.2368,15.0,0.4228,1.0,1.0,6.8,0.0,3.0,0
PRJ-303155,28.63,508.0,42.6,2.0,0.2492,43.0,0.1531,3.0,2.0,-7.44,0.0,0.0,0
PRJ-303156,10.28,483.0,78.8,1.0,0.2076,45.0,0.2469,1.0,3.0,1.12,0.0,7.0,1
PRJ-303157,3.48,248.0,34.5,7.0,0.4113,21.0,0.2924,4.0,1.0,3.72,0.0,0.0,0
PRJ-303158,15.61,312.0,54.4,6.0,0.3642,34.0,0.3747,4.0,1.0,-22.92,1.0,7.0,0
PRJ-303159,25.97,267.0,87.1,8.0,0.3469,59.0,0.4836,1.0,2.0,-20.45,1.0,8.0,0
PRJ-303160,10.32,538.0,103.7,3.0,0.4385,34.0,0.2273,2.0,4.0,-5.75,0.0,2.0,1
PRJ-303161,18.11,270.0,168.5,1.0,0.2783,49.0,0.3796,0.0,2.0,-10.69,0.0,7.0,1
PRJ-303162,5.91,421.0,60.1,4.0,0.2632,1.0,0.3096,0.0,1.0,4.94,0.0,7.0,0
PRJ-303163,15.37,225.0,6.9,1.0,0.3184,54.0,0.2566,3.0,4.0,-4.16,0.0,8.0,0
PRJ-303164,18.32,233.0,68.1,2.0,0.043,57.0,0.7235,4.0,2.0,8.6,0.0,1.0,0
PRJ-303165,15.64,378.0,6.3,7.0,0.2126,8.0,0.4043,3.0,3.0,6.0,0.0,3.0,1
PRJ-303166,39.19,242.0,74.1,4.0,0.1424,26.0,0.6262,3.0,4.0,10.33,1.0,8.0,1
PRJ-303167,30.41,51.0,52.9,8.0,0.3359,16.0,0.3741,0.0,2.0,-6.34,0.0,2.0,1
PRJ-303168,20.2,130.0,99.9,5.0,0.4263,33.0,0.6572,3.0,1.0,-2.64,0.0,5.0,0
PRJ-303169,24.48,477.0,34.3,6.0,0.246,50.0,0.192,1.0,2.0,24.09,0.0,6.0,0
PRJ-303170,15.3,226.0,54.9,7.0,0.0336,11.0,0.4178,4.0,2.0,-12.57,0.0,4.0,0
PRJ-303171,12.49,95.0,68.9,4.0,0.7051,40.0,0.2304,1.0,4.0,8.02,0.0,6.0,0
PRJ-303172,9.59,509.0,2.9,3.0,0.2513,7.0,0.3412,0.0,3.0,12.13,0.0,4.0,0
PRJ-303173,5.82,539.0,66.6,7.0,0.3528,23.0,0.4688,1.0,3.0,5.69,0.0,8.0,0
PRJ-303174,31.28,292.0,25.4,7.0,0.4641,32.0,0.3419,2.0,2.0,10.73,1.0,1.0,1
PRJ-303175,40.12,355.0,61.6,3.0,0.6285,27.0,0.157,1.0,3.0,0.0,1.0,1.0,0
PRJ-303176,13.27,418.0,4.8,7.0,0.2493,7.0,0.2784,0.0,1.0,5.8,0.0,3.0,0
PRJ-303177,13.42,77.0,76.6,8.0,0.5587,26.0,0.448,2.0,2.0,2.67,0.0,5.0,0
PRJ-303178,18.81,191.0,72.1,2.0,0.2273,20.0,0.2051,1.0,2.0,-16.9,1.0,6.0,0
PRJ-303179,11.73,323.0,96.9,7.0,0.0337,33.0,0.3563,4.0,4.0,-2.61,1.0,5.0,0
PRJ-303180,6.35,317.0,9.0,1.0,0.3449,19.0,0.0803,2.0,4.0,-18.23,0.0,3.0,1
PRJ-303181,5.08,208.0,165.3,8.0,0.6402,29.0,0.4473,2.0,3.0,7.59,0.0,6.0,1
PRJ-303182,39.26,45.0,14.3,8.0,0.0266,57.0,0.2407,0.0,1.0,2.68,0.0,3.0,0
PRJ-303183,3.84,516.0,54.6,7.0,0.1169,27.0,0.5169,0.0,1.0,11.44,0.0,8.0,0
PRJ-303184,16.02,349.0,36.1,3.0,0.5499,43.0,0.8443,3.0,4.0,-13.65,0.0,6.0,1
PRJ-303185,4.2,418.0,43.5,8.0,0.52,19.0,0.4052,0.0,4.0,1.19,0.0,8.0,0
PRJ-303186,12.12,261.0,149.4,5.0,0.1107,40.0,0.2461,3.0,3.0,1.59,0.0,7.0,0
PRJ-303187,10.25,295.0,16.6,1.0,0.4092,26.0,0.0644,4.0,2.0,24.14,0.0,6.0,0
PRJ-303188,4.69,265.0,134.0,7.0,0.3184,37.0,0.3179,1.0,3.0,-2.33,0.0,4.0,0
PRJ-303189,19.22,257.0,84.6,8.0,0.191,10.0,0.341,0.0,1.0,-6.61,0.0,3.0,0
PRJ-303190,6.04,376.0,47.4,3.0,0.2898,50.0,0.1027,3.0,2.0,0.38,1.0,4.0,0
PRJ-303191,4.26,537.0,47.1,2.0,0.2127,11.0,0.5019,4.0,2.0,19.82,0.0,3.0,0
PRJ-303192,20.56,429.0,72.3,5.0,0.2543,10.0,0.305,2.0,2.0,10.3,0.0,5.0,0
PRJ-303193,10.28,375.0,34.0,3.0,0.1439,41.0,0.1413,2.0,4.0,7.83,0.0,6.0,0
PRJ-303194,7.68,50.0,39.7,6.0,0.2634,17.0,0.6301,3.0,4.0,-2.8,0.0,3.0,0
PRJ-303195,21.35,299.0,54.4,3.0,0.4208,57.0,0.4779,0.0,2.0,-2.64,0.0,3.0,0
PRJ-303196,5.83,518.0,123.7,2.0,0.0888,40.0,0.3178,1.0,4.0,17.9,0.0,5.0,0
PRJ-303197,3.55,241.0,43.0,2.0,0.1386,12.0,0.3521,1.0,3.0,-5.03,0.0,6.0,0
PRJ-303198,27.46,316.0,7.7,6.0,0.0575,58.0,0.3277,0.0,4.0,-5.97,0.0,0.0,0
PRJ-303199,35.95,205.0,56.1,4.0,0.2028,54.0,0.5482,3.0,2.0,-20.15,1.0,8.0,0
PRJ-303200,11.91,139.0,45.1,1.0,0.1135,17.0,0.1534,2.0,1.0,-18.69,1.0,8.0,1
PRJ-303201,1.47,394.0,27.5,5.0,0.0476,37.0,0.3197,1.0,4.0,13.65,0.0,5.0,0
PRJ-303202,11.8,200.0,62.9,7.0,0.1148,26.0,0.6725,1.0,3.0,-24.31,0.0,6.0,0
PRJ-303203,22.12,336.0,28.4,2.0,0.3908,57.0,0.263,4.0,1.0,19.32,1.0,5.0,1
PRJ-303204,25.78,338.0,42.1,2.0,0.4831,57.0,0.2665,2.0,3.0,-3.07,0.0,7.0,0
PRJ-303205,6.3,464.0,54.5,3.0,0.4698,23.0,0.4002,0.0,2.0,4.42,0.0,6.0,1
PRJ-303206,10.62,509.0,58.7,8.0,0.4371,54.0,0.2087,1.0,1.0,12.74,1.0,6.0,0
PRJ-303207,15.23,319.0,66.7,3.0,0.2125,41.0,0.5041,1.0,4.0,-7.23,0.0,5.0,1
PRJ-303208,21.32,69.0,73.8,7.0,0.1871,5.0,0.2048,4.0,4.0,7.19,0.0,3.0,0
PRJ-303209,19.93,333.0,53.6,6.0,0.4832,32.0,0.334,1.0,1.0,-12.28,0.0,4.0,0
PRJ-303210,17.97,482.0,10.1,8.0,0.3292,23.0,0.1455,2.0,3.0,-7.69,0.0,1.0,0
PRJ-303211,25.74,281.0,60.4,5.0,0.1215,58.0,0.3051,3.0,2.0,5.25,1.0,7.0,0
PRJ-303212,12.47,324.0,95.0,3.0,0.582,11.0,0.5135,0.0,4.0,5.0,1.0,2.0,1
PRJ-303213,31.45,422.0,7.5,6.0,0.1211,3.0,0.3694,4.0,4.0,4.33,1.0,0.0,1
PRJ-303214,8.88,262.0,10.2,1.0,0.4804,8.0,0.299,0.0,4.0,17.73,0.0,6.0,0
PRJ-303215,20.13,250.0,24.4,7.0,0.3744,3.0,0.2618,4.0,1.0,-0.93,1.0,6.0,1
PRJ-303216,9.76,283.0,90.9,2.0,0.3859,29.0,0.4547,3.0,1.0,19.3,0.0,6.0,0
PRJ-303217,12.02,466.0,23.1,6.0,0.1385,51.0,0.5674,2.0,1.0,0.72,0.0,1.0,0
PRJ-303218,13.29,286.0,91.8,5.0,0.1858,29.0,0.2181,4.0,4.0,7.24,1.0,6.0,1
PRJ-303219,9.4,206.0,57.6,2.0,0.1471,3.0,0.3879,3.0,2.0,8.8,1.0,7.0,1
PRJ-303220,26.44,340.0,29.5,4.0,0.2739,51.0,0.2767,3.0,1.0,-6.06,1.0,5.0,1
PRJ-303221,10.08,387.0,261.9,5.0,0.1752,54.0,0.2613,4.0,3.0,2.52,0.0,5.0,1
PRJ-303222,12.85,496.0,14.5,7.0,0.0866,45.0,0.3278,1.0,3.0,-17.43,1.0,1.0,0
PRJ-303223,18.67,487.0,49.1,4.0,0.1352,5.0,0.214,3.0,2.0,1.3,0.0,3.0,0
PRJ-303224,49.75,432.0,20.6,1.0,0.2057,13.0,0.3567,1.0,4.0,0.84,0.0,7.0,0
PRJ-303225,19.1,425.0,62.5,1.0,0.1342,6.0,0.3959,0.0,4.0,6.45,0.0,3.0,0
PRJ-303226,13.6,267.0,21.5,6.0,0.4255,39.0,0.372,2.0,3.0,-1.49,0.0,7.0,0
PRJ-303227,3.14,214.0,33.2,8.0,0.4439,19.0,0.0625,4.0,1.0,21.42,0.0,2.0,0
PRJ-303228,11.81,323.0,25.5,4.0,0.2117,3.0,0.3028,3.0,4.0,-20.38,0.0,2.0,1
PRJ-303229,8.3,394.0,38.8,1.0,0.2424,43.0,0.5611,2.0,1.0,-14.1,1.0,3.0,1
PRJ-303230,10.53,301.0,94.4,2.0,0.344,44.0,0.2966,0.0,2.0,-11.48,0.0,5.0,0
PRJ-303231,9.63,147.0,12.4,8.0,0.4921,34.0,0.3673,2.0,4.0,-0.48,0.0,1.0,0
PRJ-303232,18.55,52.0,23.5,6.0,0.275,10.0,0.567,3.0,2.0,-9.35,0.0,0.0,0
PRJ-303233,11.65,73.0,34.5,1.0,0.1655,54.0,0.2894,0.0,2.0,-14.06,0.0,3.0,0
PRJ-303234,7.01,255.0,40.2,3.0,0.1538,23.0,0.3635,2.0,4.0,-6.05,1.0,1.0,0
PRJ-303235,22.69,436.0,118.1,6.0,0.5572,37.0,0.3659,4.0,3.0,-17.67,0.0,4.0,1
PRJ-303236,5.41,436.0,24.5,6.0,0.1449,0.0,0.0903,0.0,4.0,4.36,0.0,0.0,0
PRJ-303237,13.2,444.0,91.5,3.0,0.1345,35.0,0.342,4.0,4.0,3.68,0.0,2.0,0
PRJ-303238,11.87,395.0,128.6,6.0,0.4711,53.0,0.5557,3.0,4.0,-15.23,0.0,2.0,1
PRJ-303239,16.32,56.0,42.3,8.0,0.2022,34.0,0.2766,4.0,1.0,10.45,0.0,0.0,0
PRJ-303240,25.91,482.0,19.3,8.0,0.3212,16.0,0.2658,3.0,1.0,-16.01,0.0,4.0,0
PRJ-303241,54.41,514.0,107.9,7.0,0.3275,24.0,0.6298,0.0,3.0,-6.47,0.0,7.0,0
PRJ-303242,13.59,465.0,86.0,3.0,0.0855,15.0,0.5288,3.0,2.0,2.71,1.0,8.0,0
PRJ-303243,8.21,265.0,17.5,1.0,0.1838,38.0,0.0349,0.0,3.0,0.78,0.0,7.0,0
PRJ-303244,7.69,151.0,142.4,4.0,0.1079,31.0,0.2069,0.0,4.0,-18.76,1.0,7.0,0
PRJ-303245,7.66,493.0,26.6,1.0,0.1212,58.0,0.4602,1.0,2.0,5.34,0.0,8.0,0
PRJ-303246,15.94,136.0,41.7,5.0,0.1338,1.0,0.5803,0.0,3.0,-0.57,1.0,3.0,0
PRJ-303247,2.66,435.0,76.1,5.0,0.0825,58.0,0.3768,1.0,1.0,22.73,0.0,1.0,0
PRJ-303248,5.18,522.0,130.9,3.0,0.5232,16.0,0.4982,0.0,3.0,7.14,1.0,8.0,1
PRJ-303249,15.95,490.0,59.8,2.0,0.2485,6.0,0.3779,1.0,1.0,17.65,0.0,1.0,0
PRJ-303250,23.4,302.0,38.3,5.0,0.3996,15.0,0.4297,4.0,1.0,-11.31,0.0,5.0,1
PRJ-303251,23.49,457.0,33.9,1.0,0.2264,27.0,0.1531,2.0,3.0,-18.93,0.0,2.0,1
PRJ-303252,14.01,456.0,38.3,3.0,0.4617,44.0,0.2644,3.0,1.0,15.91,1.0,5.0,1
PRJ-303253,21.55,527.0,197.4,8.0,0.0413,35.0,0.4101,4.0,1.0,4.18,1.0,0.0,0
PRJ-303254,26.18,223.0,66.1,8.0,0.0515,13.0,0.512,2.0,2.0,21.94,0.0,4.0,0
PRJ-303255,9.98,356.0,53.8,6.0,0.2404,42.0,0.4315,1.0,1.0,13.49,1.0,5.0,0
PRJ-303256,24.56,449.0,86.6,3.0,0.2297,2.0,0.2825,3.0,4.0,12.82,1.0,7.0,1
PRJ-303257,4.02,157.0,40.5,1.0,0.3607,18.0,0.3636,1.0,2.0,5.47,0.0,6.0,0
PRJ-303258,5.08,156.0,126.2,6.0,0.2216,57.0,0.7084,4.0,4.0,-10.28,0.0,4.0,0
PRJ-303259,10.39,237.0,70.2,4.0,0.247,58.0,0.172,1.0,3.0,-12.13,0.0,2.0,0
PRJ-303260,3.67,223.0,37.5,6.0,0.2341,18.0,0.2207,4.0,4.0,-24.32,0.0,7.0,0
PRJ-303261,18.74,417.0,31.4,2.0,0.2363,24.0,0.2203,2.0,4.0,-6.28,1.0,6.0,0
PRJ-303262,9.01,508.0,8.7,7.0,0.0554,21.0,0.5242,1.0,2.0,-0.12,0.0,3.0,1
PRJ-303263,11.95,122.0,94.2,7.0,0.3593,17.0,0.4987,3.0,3.0,-1.21,1.0,2.0,0
PRJ-303264,12.25,205.0,12.2,4.0,0.3844,11.0,0.2849,3.0,4.0,0.2,1.0,1.0,0
PRJ-303265,10.21,505.0,121.3,1.0,0.1435,46.0,0.3154,2.0,3.0,-25.54,0.0,6.0,0
